epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,816.207,0.77971,0.68281,0.00546,0.93225,0.90103,0.94437,0.7824,0.68983,0.60144,0.00442,0.0102968,0.00343225,0.0102968,0.00343225,0.0102968,0.00343225,0.0102968,0.00343225
127,1615.5,0.80301,0.70793,0.00574,0.92982,0.90101,0.94454,0.78183,0.68981,0.60005,0.00442,0.0100906,0.00336355,0.0100906,0.00336355,0.0100906,0.00336355,0.0100906,0.00336355
128,2323.93,0.80511,0.72227,0.00573,0.93216,0.89913,0.94412,0.78203,0.69006,0.59729,0.00443,0.00988592,0.00329531,0.00988592,0.00329531,0.00988592,0.00329531,0.00988592,0.00329531
129,3010.49,0.80568,0.72659,0.00574,0.93511,0.89602,0.9438,0.78206,0.6899,0.59746,0.00443,0.00968265,0.00322755,0.00968265,0.00322755,0.00968265,0.00322755,0.00968265,0.00322755
130,3699.2,0.80742,0.72478,0.00587,0.93165,0.89962,0.94485,0.78326,0.68911,0.59553,0.00442,0.00948087,0.00316029,0.00948087,0.00316029,0.00948087,0.00316029,0.00948087,0.00316029
131,4387.13,0.80878,0.73169,0.00584,0.93622,0.89857,0.94504,0.78417,0.68856,0.59658,0.00442,0.00928064,0.00309355,0.00928064,0.00309355,0.00928064,0.00309355,0.00928064,0.00309355
132,5081.93,0.80464,0.73344,0.00583,0.93735,0.89572,0.94466,0.78415,0.68795,0.59596,0.00442,0.009082,0.00302733,0.009082,0.00302733,0.009082,0.00302733,0.009082,0.00302733
133,5795.13,0.80158,0.72953,0.00581,0.93313,0.90032,0.94499,0.78464,0.6868,0.59391,0.00441,0.00888501,0.00296167,0.00888501,0.00296167,0.00888501,0.00296167,0.00888501,0.00296167
134,6489.41,0.79788,0.72115,0.00581,0.9318,0.90012,0.94472,0.78461,0.68618,0.594,0.0044,0.00868971,0.00289657,0.00868971,0.00289657,0.00868971,0.00289657,0.00868971,0.00289657
135,7180.35,0.80081,0.72345,0.0058,0.93177,0.90377,0.94417,0.78497,0.68567,0.59383,0.0044,0.00849616,0.00283205,0.00849616,0.00283205,0.00849616,0.00283205,0.00849616,0.00283205
136,7873.23,0.78978,0.7126,0.00574,0.93102,0.907,0.94421,0.78535,0.68475,0.59263,0.00439,0.0083044,0.00276813,0.0083044,0.00276813,0.0083044,0.00276813,0.0083044,0.00276813
137,8642.34,0.79053,0.70792,0.00575,0.93163,0.90689,0.94447,0.78599,0.68423,0.59132,0.00439,0.00811447,0.00270482,0.00811447,0.00270482,0.00811447,0.00270482,0.00811447,0.00270482
138,9461.14,0.79073,0.71148,0.00574,0.9322,0.90482,0.94434,0.78616,0.68357,0.59179,0.00438,0.00792642,0.00264214,0.00792642,0.00264214,0.00792642,0.00264214,0.00792642,0.00264214
139,10156.6,0.78895,0.71383,0.00575,0.93305,0.90346,0.94463,0.78669,0.68274,0.59301,0.00438,0.00774031,0.0025801,0.00774031,0.0025801,0.00774031,0.0025801,0.00774031,0.0025801
140,10856.8,0.78634,0.71928,0.00572,0.93256,0.9036,0.94463,0.78723,0.68271,0.59234,0.00438,0.00755618,0.00251873,0.00755618,0.00251873,0.00755618,0.00251873,0.00755618,0.00251873
141,835.601,0.73333,0.64196,0.00508,0.9331,0.9044,0.94489,0.78753,0.68262,0.59195,0.00438,0.00737406,0.00245802,0.00737406,0.00245802,0.00737406,0.00245802,0.00737406,0.00245802
142,934.672,0.72676,0.63479,0.00503,0.93309,0.90421,0.9449,0.7875,0.6826,0.59366,0.00438,0.00719401,0.002398,0.00719401,0.002398,0.00719401,0.002398,0.00719401,0.002398
143,1660.86,0.75543,0.65932,0.00533,0.93456,0.90374,0.9449,0.78709,0.68224,0.59162,0.00438,0.00701607,0.00233869,0.00701607,0.00233869,0.00701607,0.00233869,0.00701607,0.00233869
144,2823.74,0.7587,0.67684,0.00533,0.9329,0.90468,0.94521,0.78751,0.68189,0.59185,0.00438,0.00684029,0.0022801,0.00684029,0.0022801,0.00684029,0.0022801,0.00684029,0.0022801
145,3749.79,0.7678,0.68203,0.0054,0.93326,0.90733,0.94565,0.78837,0.68178,0.59053,0.00438,0.00666671,0.00222224,0.00666671,0.00222224,0.00666671,0.00222224,0.00666671,0.00222224
146,4590.11,0.76828,0.68329,0.00551,0.93462,0.90873,0.9458,0.7884,0.68191,0.5902,0.00437,0.00649537,0.00216512,0.00649537,0.00216512,0.00649537,0.00216512,0.00649537,0.00216512
147,847.371,0.71806,0.62953,0.00495,0.93506,0.9075,0.94601,0.78879,0.68196,0.58962,0.00438,0.00632631,0.00210877,0.00632631,0.00210877,0.00632631,0.00210877,0.00632631,0.00210877
148,1509.25,0.74578,0.64532,0.00524,0.93566,0.90619,0.94604,0.7887,0.68211,0.58857,0.00438,0.00615957,0.00205319,0.00615957,0.00205319,0.00615957,0.00205319,0.00615957,0.00205319
149,2223.97,0.75029,0.66026,0.00527,0.93486,0.90775,0.94633,0.78884,0.68234,0.58871,0.00438,0.0059952,0.0019984,0.0059952,0.0019984,0.0059952,0.0019984,0.0059952,0.0019984
150,3269.58,0.76027,0.66393,0.00536,0.93416,0.90764,0.94597,0.7884,0.68214,0.58876,0.00437,0.00583324,0.00194441,0.00583324,0.00194441,0.00583324,0.00194441,0.00583324,0.00194441
151,707.837,0.71043,0.62346,0.0049,0.93417,0.90825,0.94606,0.78871,0.68256,0.58769,0.00438,0.00567373,0.00189124,0.00567373,0.00189124,0.00567373,0.00189124,0.00567373,0.00189124
152,1407.87,0.73763,0.64236,0.00517,0.93625,0.90696,0.94621,0.78909,0.68265,0.58656,0.00438,0.0055167,0.0018389,0.0055167,0.0018389,0.0055167,0.0018389,0.0055167,0.0018389
153,2119.61,0.74487,0.66147,0.00521,0.93476,0.90742,0.94595,0.78811,0.68267,0.5869,0.00438,0.0053622,0.0017874,0.0053622,0.0017874,0.0053622,0.0017874,0.0053622,0.0017874
154,2836.67,0.74997,0.66475,0.00526,0.93686,0.9058,0.94611,0.78868,0.68239,0.58711,0.00438,0.00521026,0.00173675,0.00521026,0.00173675,0.00521026,0.00173675,0.00521026,0.00173675
155,3650.34,0.75708,0.66344,0.00541,0.93555,0.90605,0.94602,0.7887,0.68242,0.58773,0.00437,0.00506092,0.00168697,0.00506092,0.00168697,0.00506092,0.00168697,0.00506092,0.00168697
156,4457.32,0.76027,0.67866,0.00539,0.93326,0.90772,0.94582,0.78869,0.68214,0.58757,0.00437,0.00491421,0.00163807,0.00491421,0.00163807,0.00491421,0.00163807,0.00491421,0.00163807
157,5309.72,0.76103,0.67367,0.00543,0.93202,0.90645,0.94554,0.78848,0.68203,0.58781,0.00437,0.00477019,0.00159006,0.00477019,0.00159006,0.00477019,0.00159006,0.00477019,0.00159006
158,6017.97,0.76023,0.67212,0.00543,0.93147,0.90874,0.94572,0.78838,0.68219,0.58624,0.00437,0.00462887,0.00154296,0.00462887,0.00154296,0.00462887,0.00154296,0.00462887,0.00154296
159,6730.72,0.76024,0.66895,0.00545,0.93218,0.90838,0.94568,0.78872,0.68171,0.58758,0.00437,0.00449029,0.00149676,0.00449029,0.00149676,0.00449029,0.00149676,0.00449029,0.00149676
