epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,2975.96,1.08016,0.71204,0.00934,0.90516,0.88947,0.94096,0.70931,0.93724,0.41459,0.00826,0.000946715,0.000315572,0.000946715,0.000315572,0.000946715,0.000315572,0.000946715,0.000315572
127,3990.72,1.08115,0.70758,0.00924,0.90419,0.88863,0.94188,0.70945,0.93661,0.41322,0.00826,0.000925235,0.000308412,0.000925235,0.000308412,0.000925235,0.000308412,0.000925235,0.000308412
128,4315.28,1.08401,0.71116,0.00926,0.90397,0.88978,0.94241,0.7094,0.93709,0.41345,0.00827,0.000903901,0.0003013,0.000903901,0.0003013,0.000903901,0.0003013,0.000903901,0.0003013
129,4690.8,1.08279,0.71404,0.00936,0.90518,0.88975,0.9427,0.70954,0.93738,0.41372,0.00827,0.000882718,0.000294239,0.000882718,0.000294239,0.000882718,0.000294239,0.000882718,0.000294239
130,5041.82,1.08716,0.71772,0.00936,0.90824,0.88929,0.9423,0.70938,0.93695,0.41494,0.00827,0.00086169,0.00028723,0.00086169,0.00028723,0.00086169,0.00028723,0.00086169,0.00028723
131,5443.19,1.09145,0.71726,0.00932,0.90838,0.8873,0.94245,0.70939,0.93678,0.41475,0.00825,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275,0.000840824,0.000280275
132,5779.07,1.08315,0.70366,0.00932,0.90791,0.88728,0.9433,0.70967,0.9366,0.41435,0.00825,0.000820124,0.000273375,0.000820124,0.000273375,0.000820124,0.000273375,0.000820124,0.000273375
133,6214.11,1.08556,0.71026,0.00941,0.908,0.88361,0.94348,0.71025,0.93641,0.41363,0.00825,0.000799596,0.000266532,0.000799596,0.000266532,0.000799596,0.000266532,0.000799596,0.000266532
134,6614.22,1.08356,0.71305,0.00921,0.90659,0.88451,0.94305,0.70975,0.93637,0.41327,0.00825,0.000779244,0.000259748,0.000779244,0.000259748,0.000779244,0.000259748,0.000779244,0.000259748
135,349.338,0.97672,0.62332,0.00822,0.90611,0.88479,0.94337,0.71019,0.93629,0.41339,0.00825,0.000759073,0.000253024,0.000759073,0.000253024,0.000759073,0.000253024,0.000759073,0.000253024
136,662.391,1.00322,0.63925,0.00847,0.90026,0.89383,0.94355,0.71021,0.93702,0.4139,0.00826,0.00073909,0.000246363,0.00073909,0.000246363,0.00073909,0.000246363,0.00073909,0.000246363
137,325.186,0.97585,0.62316,0.0082,0.90646,0.88512,0.94364,0.71031,0.93692,0.4135,0.00826,0.000719297,0.000239766,0.000719297,0.000239766,0.000719297,0.000239766,0.000719297,0.000239766
138,732.681,0.99568,0.63627,0.0084,0.90599,0.88737,0.94364,0.71023,0.93722,0.41331,0.00826,0.000699701,0.000233234,0.000699701,0.000233234,0.000699701,0.000233234,0.000699701,0.000233234
139,1337.5,1.01087,0.64082,0.00847,0.9065,0.88565,0.94338,0.70973,0.937,0.41352,0.00826,0.000680306,0.000226769,0.000680306,0.000226769,0.000680306,0.000226769,0.000680306,0.000226769
140,1834.83,1.02505,0.65641,0.00872,0.90648,0.8874,0.94324,0.71017,0.93733,0.4142,0.00826,0.000661117,0.000220372,0.000661117,0.000220372,0.000661117,0.000220372,0.000661117,0.000220372
141,2182.77,1.04654,0.67399,0.00893,0.90461,0.88677,0.94284,0.70988,0.93752,0.41339,0.00826,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046,0.000642139,0.000214046
142,2530.51,1.05638,0.68426,0.00907,0.89492,0.89554,0.94297,0.71014,0.93798,0.41233,0.00827,0.000623376,0.000207792,0.000623376,0.000207792,0.000623376,0.000207792,0.000623376,0.000207792
143,2874.44,1.06561,0.6949,0.00912,0.89488,0.89833,0.94301,0.71038,0.93755,0.41299,0.00826,0.000604833,0.000201611,0.000604833,0.000201611,0.000604833,0.000201611,0.000604833,0.000201611
